FlightNumber,Departure,Arrival,Origin,Destination,BookingClass,Price,Availability,BookingClass,Price,Availability,BookingClass,Price,Availability,BookingClass,Price,Availability,BookingClass,Price,Availability,BookingClass,Price,Availability,BookingClass,Price,Availability,BookingClass,Price,Availability,BookingClass,Price,Availability
LY8970,2018-07-10T07:51:10+02:00[CET],2018-07-10T09:21:10+02:00[CET],BES,BDX,K,EUR 65.17,7,L,EUR 84.06,0,Q,EUR 103.90,4,V,EUR 114.55,0,U,EUR 132.69,0,T,EUR 155.08,2,X,EUR 180.66,2,N,EUR 198.42,2,O,EUR 225.00,3,S,EUR 239.83,1,Y,EUR 252.98,3,B,EUR 282.99,0,M,EUR 299.74,6,H,EUR 326.11,6,W,EUR 332.08,0,E,EUR 366.92,8,D,EUR 383.61,3,I,EUR 408.09,3,Z,EUR 419.62,4,J,EUR 443.39,8,C,EUR 465.64,6,A,EUR 488.16,0,F,EUR 501.49,5
7R6488,2018-07-10T11:24:52+02:00[CET],2018-07-10T12:54:52+02:00[CET],MRS,BDX,K,EUR 60.50,9,L,EUR 76.55,8,Q,EUR 102.40,0,V,EUR 128.74,7,U,EUR 130.98,5,T,EUR 152.32,3,X,EUR 183.56,1,N,EUR 202.15,0,O,EUR 226.96,8,S,EUR 236.01,0,Y,EUR 269.05,4,B,EUR 284.13,8,M,EUR 302.49,0,H,EUR 315.87,0,W,EUR 348.50,8,E,EUR 367.48,6,D,EUR 378.15,9,I,EUR 390.40,8,Z,EUR 425.04,3,J,EUR 434.52,4,C,EUR 455.43,0,A,EUR 471.03,0,F,EUR 497.85,5
7R719,2018-07-10T20:33:22+02:00[CET],2018-07-10T22:03:22+02:00[CET],CDG,MPL,K,EUR 61.97,0,L,EUR 86.23,6,Q,EUR 102.06,1,V,EUR 119.55,9,U,EUR 146.89,0,T,EUR 162.69,4,X,EUR 173.69,1,N,EUR 201.21,3,O,EUR 227.57,1,S,EUR 236.11,4,Y,EUR 269.22,4,B,EUR 270.57,6,M,EUR 309.39,7,H,EUR 320.35,0,W,EUR 340.00,3,E,EUR 354.21,2,D,EUR 380.00,5,I,EUR 404.33,3,Z,EUR 423.11,3,J,EUR 433.28,4,C,EUR 451.19,0,A,EUR 471.55,9,F,EUR 505.54,4
AR1295,2018-07-10T03:06:55+02:00[CET],2018-07-10T04:36:55+02:00[CET],RNS,MRS,K,EUR 54.39,2,L,EUR 75.05,0,Q,EUR 99.89,4,V,EUR 116.32,6,U,EUR 141.82,4,T,EUR 151.35,0,X,EUR 174.38,7,N,EUR 193.07,9,O,EUR 215.61,5,S,EUR 249.50,4,Y,EUR 267.42,0,B,EUR 283.34,0,M,EUR 291.16,3,H,EUR 314.18,6,W,EUR 346.58,9,E,EUR 362.44,6,D,EUR 380.21,0,I,EUR 406.37,2,Z,EUR 417.95,5,J,EUR 439.46,2,C,EUR 450.65,6,A,EUR 473.20,9,F,EUR 505.09,0
KE156,2018-07-10T06:51:44+02:00[CET],2018-07-10T08:21:44+02:00[CET],MRS,NTE,K,EUR 61.11,3,L,EUR 73.11,7,Q,EUR 99.45,5,V,EUR 117.83,9,U,EUR 148.78,0,T,EUR 165.92,5,X,EUR 171.04,7,N,EUR 203.16,8,O,EUR 218.79,9,S,EUR 246.93,3,Y,EUR 256.66,2,B,EUR 271.14,7,M,EUR 297.63,5,H,EUR 310.69,2,W,EUR 347.53,6,E,EUR 353.08,8,D,EUR 374.82,5,I,EUR 392.22,7,Z,EUR 427.16,0,J,EUR 435.89,8,C,EUR 454.23,3,A,EUR 475.30,2,F,EUR 493.26,3
AI695,2018-07-10T17:21:02+02:00[CET],2018-07-10T18:51:02+02:00[CET],BES,MPL,K,EUR 67.29,8,L,EUR 71.62,5,Q,EUR 92.06,8,V,EUR 121.92,0,U,EUR 139.51,7,T,EUR 160.65,4,X,EUR 183.41,4,N,EUR 190.84,7,O,EUR 215.85,1,S,EUR 232.91,2,Y,EUR 265.16,4,B,EUR 282.49,3,M,EUR 304.03,1,H,EUR 328.12,5,W,EUR 333.67,0,E,EUR 351.13,4,D,EUR 383.09,4,I,EUR 390.15,6,Z,EUR 426.41,4,J,EUR 437.80,3,C,EUR 456.23,7,A,EUR 471.68,6,F,EUR 507.86,5
AI5157,2018-07-10T01:08:04+02:00[CET],2018-07-10T02:38:04+02:00[CET],SXB,CDG,K,EUR 56.80,0,L,EUR 71.41,1,Q,EUR 105.62,7,V,EUR 119.31,1,U,EUR 133.70,0,T,EUR 163.21,9,X,EUR 185.18,7,N,EUR 192.25,1,O,EUR 210.30,0,S,EUR 245.03,8,Y,EUR 265.85,2,B,EUR 279.21,1,M,EUR 305.03,2,H,EUR 318.88,1,W,EUR 342.65,1,E,EUR 363.79,4,D,EUR 388.70,1,I,EUR 391.68,7,Z,EUR 423.69,1,J,EUR 431.55,8,C,EUR 464.98,0,A,EUR 471.51,3,F,EUR 497.08,4
ET4340,2018-07-10T10:19:57+02:00[CET],2018-07-10T11:49:57+02:00[CET],LYS,BDX,K,EUR 57.75,5,L,EUR 72.52,1,Q,EUR 104.99,7,V,EUR 112.77,4,U,EUR 134.29,9,T,EUR 151.50,8,X,EUR 188.00,8,N,EUR 192.57,7,O,EUR 218.42,7,S,EUR 240.95,9,Y,EUR 255.65,4,B,EUR 282.66,3,M,EUR 298.64,4,H,EUR 315.57,8,W,EUR 335.06,7,E,EUR 350.92,1,D,EUR 379.64,8,I,EUR 390.52,9,Z,EUR 424.03,3,J,EUR 448.36,1,C,EUR 467.20,9,A,EUR 480.99,9,F,EUR 502.84,0
JL6960,2018-07-10T22:17:51+02:00[CET],2018-07-10T23:47:51+02:00[CET],MPL,BES,K,EUR 58.66,3,L,EUR 86.62,6,Q,EUR 99.79,6,V,EUR 112.31,3,U,EUR 132.63,5,T,EUR 153.67,0,X,EUR 170.59,5,N,EUR 201.24,8,O,EUR 225.57,7,S,EUR 235.84,1,Y,EUR 266.99,9,B,EUR 278.94,2,M,EUR 304.62,3,H,EUR 313.36,3,W,EUR 338.51,9,E,EUR 364.47,4,D,EUR 370.52,7,I,EUR 394.62,4,Z,EUR 413.15,9,J,EUR 443.31,7,C,EUR 463.37,7,A,EUR 478.44,7,F,EUR 493.43,0
JU29,2018-07-10T18:38:24+02:00[CET],2018-07-10T20:08:24+02:00[CET],BDX,RNS,K,EUR 64.10,1,L,EUR 76.01,3,Q,EUR 106.96,8,V,EUR 127.79,8,U,EUR 133.58,2,T,EUR 159.67,0,X,EUR 177.28,6,N,EUR 202.34,6,O,EUR 216.07,0,S,EUR 237.01,7,Y,EUR 257.32,8,B,EUR 279.58,4,M,EUR 295.45,5,H,EUR 314.81,0,W,EUR 341.92,0,E,EUR 369.86,2,D,EUR 372.06,5,I,EUR 395.45,8,Z,EUR 429.07,0,J,EUR 439.17,1,C,EUR 464.95,5,A,EUR 479.70,0,F,EUR 492.76,5
NZ1794,2018-07-10T20:48:27+02:00[CET],2018-07-10T22:18:27+02:00[CET],NTE,ORY,K,EUR 52.62,8,L,EUR 70.53,9,Q,EUR 96.17,4,V,EUR 119.02,9,U,EUR 146.41,7,T,EUR 152.87,8,X,EUR 182.93,4,N,EUR 194.74,1,O,EUR 213.69,5,S,EUR 247.91,2,Y,EUR 265.42,3,B,EUR 274.98,4,M,EUR 299.29,0,H,EUR 314.05,0,W,EUR 341.28,0,E,EUR 364.05,1,D,EUR 386.66,7,I,EUR 395.29,1,Z,EUR 417.95,4,J,EUR 447.69,0,C,EUR 466.93,0,A,EUR 479.06,6,F,EUR 491.09,6
SU6183,2018-07-10T04:40:12+02:00[CET],2018-07-10T06:10:12+02:00[CET],RNS,NCE,K,EUR 69.59,0,L,EUR 84.18,0,Q,EUR 91.02,0,V,EUR 123.68,1,U,EUR 134.01,0,T,EUR 153.70,3,X,EUR 171.51,7,N,EUR 204.17,0,O,EUR 218.15,6,S,EUR 230.86,0,Y,EUR 264.52,0,B,EUR 289.88,0,M,EUR 292.79,0,H,EUR 326.89,0,W,EUR 338.60,5,E,EUR 356.66,0,D,EUR 377.76,0,I,EUR 404.99,0,Z,EUR 411.87,0,J,EUR 440.08,0,C,EUR 460.28,0,A,EUR 485.13,0,F,EUR 507.96,0
SU4018,2018-07-10T09:56:23+02:00[CET],2018-07-10T11:26:23+02:00[CET],BDX,CDG,K,EUR 64.36,0,L,EUR 78.00,3,Q,EUR 99.26,3,V,EUR 128.42,8,U,EUR 135.54,3,T,EUR 156.55,1,X,EUR 189.92,8,N,EUR 208.65,3,O,EUR 223.11,7,S,EUR 231.65,8,Y,EUR 254.82,1,B,EUR 288.82,2,M,EUR 290.31,1,H,EUR 319.59,0,W,EUR 347.32,2,E,EUR 359.16,6,D,EUR 377.63,7,I,EUR 406.77,9,Z,EUR 428.77,3,J,EUR 449.96,1,C,EUR 456.06,3,A,EUR 488.85,9,F,EUR 492.31,2
CI2878,2018-07-10T05:02:41+02:00[CET],2018-07-10T06:32:41+02:00[CET],SXB,LYS,K,EUR 50.30,1,L,EUR 87.47,1,Q,EUR 103.25,5,V,EUR 119.70,1,U,EUR 137.11,5,T,EUR 157.48,1,X,EUR 184.69,7,N,EUR 192.99,8,O,EUR 215.97,3,S,EUR 243.44,3,Y,EUR 253.13,6,B,EUR 280.99,0,M,EUR 298.73,6,H,EUR 324.39,0,W,EUR 335.52,2,E,EUR 356.76,8,D,EUR 389.55,3,I,EUR 393.17,4,Z,EUR 428.69,3,J,EUR 436.88,7,C,EUR 460.23,0,A,EUR 471.63,0,F,EUR 509.16,7
HM6973,2018-07-10T13:24:09+02:00[CET],2018-07-10T14:54:09+02:00[CET],SXB,MPL,K,EUR 66.02,2,L,EUR 88.97,6,Q,EUR 99.23,8,V,EUR 127.54,0,U,EUR 140.70,7,T,EUR 152.19,6,X,EUR 182.51,0,N,EUR 190.19,4,O,EUR 215.35,0,S,EUR 238.16,0,Y,EUR 258.31,2,B,EUR 288.80,0,M,EUR 300.42,0,H,EUR 313.40,0,W,EUR 337.16,8,E,EUR 369.76,6,D,EUR 387.70,6,I,EUR 397.95,0,Z,EUR 415.10,0,J,EUR 439.55,0,C,EUR 460.98,8,A,EUR 474.04,0,F,EUR 491.53,5
KE5868,2018-07-10T21:04:40+02:00[CET],2018-07-10T22:34:40+02:00[CET],TLS,CDG,K,EUR 59.70,9,L,EUR 71.65,2,Q,EUR 104.21,9,V,EUR 129.23,1,U,EUR 135.67,6,T,EUR 158.34,5,X,EUR 189.48,9,N,EUR 198.13,3,O,EUR 227.36,5,S,EUR 247.16,8,Y,EUR 256.10,6,B,EUR 278.90,8,M,EUR 306.15,0,H,EUR 324.98,0,W,EUR 340.02,4,E,EUR 364.68,6,D,EUR 372.99,3,I,EUR 391.96,8,Z,EUR 422.46,3,J,EUR 449.62,0,C,EUR 455.22,9,A,EUR 471.51,1,F,EUR 497.03,6
AT8821,2018-07-10T02:34:42+02:00[CET],2018-07-10T04:04:42+02:00[CET],BDX,NCE,K,EUR 51.39,7,L,EUR 76.25,0,Q,EUR 105.93,0,V,EUR 119.00,8,U,EUR 141.68,6,T,EUR 161.09,2,X,EUR 174.34,8,N,EUR 200.83,5,O,EUR 213.19,7,S,EUR 243.45,2,Y,EUR 255.68,9,B,EUR 274.46,6,M,EUR 294.82,0,H,EUR 315.82,7,W,EUR 344.06,9,E,EUR 360.68,0,D,EUR 377.69,3,I,EUR 392.16,1,Z,EUR 426.62,2,J,EUR 448.35,4,C,EUR 453.56,0,A,EUR 475.21,0,F,EUR 494.23,2
KU8674,2018-07-10T20:35:25+02:00[CET],2018-07-10T22:05:25+02:00[CET],SXB,CDG,K,EUR 52.40,1,L,EUR 75.04,4,Q,EUR 94.92,0,V,EUR 114.82,1,U,EUR 148.42,7,T,EUR 161.75,9,X,EUR 172.88,5,N,EUR 195.57,4,O,EUR 213.78,8,S,EUR 240.62,3,Y,EUR 268.59,1,B,EUR 275.79,0,M,EUR 300.49,1,H,EUR 319.95,3,W,EUR 337.86,6,E,EUR 365.02,3,D,EUR 383.42,1,I,EUR 396.63,7,Z,EUR 421.06,8,J,EUR 432.68,0,C,EUR 468.84,0,A,EUR 483.98,6,F,EUR 499.50,5
KA3534,2018-07-10T20:33:25+02:00[CET],2018-07-10T22:03:25+02:00[CET],SXB,ORY,K,EUR 64.76,3,L,EUR 73.24,3,Q,EUR 103.52,1,V,EUR 111.83,6,U,EUR 130.90,0,T,EUR 169.68,3,X,EUR 188.25,0,N,EUR 209.25,1,O,EUR 210.62,7,S,EUR 230.08,8,Y,EUR 257.36,4,B,EUR 288.33,2,M,EUR 291.65,0,H,EUR 325.95,0,W,EUR 342.42,1,E,EUR 353.08,6,D,EUR 374.95,4,I,EUR 406.78,2,Z,EUR 414.14,0,J,EUR 444.36,9,C,EUR 461.46,3,A,EUR 476.10,5,F,EUR 494.82,6
A38599,2018-07-10T17:54:20+02:00[CET],2018-07-10T19:24:20+02:00[CET],MRS,BES,K,EUR 53.88,0,L,EUR 73.47,0,Q,EUR 108.15,0,V,EUR 126.99,0,U,EUR 132.47,0,T,EUR 160.13,0,X,EUR 174.84,0,N,EUR 201.22,0,O,EUR 228.01,0,S,EUR 231.05,0,Y,EUR 262.26,0,B,EUR 287.34,0,M,EUR 306.88,0,H,EUR 314.27,0,W,EUR 348.72,0,E,EUR 362.41,0,D,EUR 384.93,0,I,EUR 406.09,0,Z,EUR 412.27,9,J,EUR 446.05,0,C,EUR 458.48,0,A,EUR 488.65,0,F,EUR 494.45,6
KA7574,2018-07-10T08:25+02:00[CET],2018-07-10T09:55+02:00[CET],RNS,BDX,K,EUR 59.16,0,L,EUR 84.33,8,Q,EUR 98.26,3,V,EUR 129.45,6,U,EUR 135.58,1,T,EUR 168.75,0,X,EUR 172.82,9,N,EUR 192.83,0,O,EUR 218.00,0,S,EUR 249.69,0,Y,EUR 269.42,4,B,EUR 272.52,0,M,EUR 299.03,2,H,EUR 314.06,6,W,EUR 345.03,5,E,EUR 356.21,0,D,EUR 386.42,0,I,EUR 402.44,0,Z,EUR 412.41,8,J,EUR 443.94,6,C,EUR 457.36,4,A,EUR 477.05,0,F,EUR 500.87,0
IB3565,2018-07-10T03:57:28+02:00[CET],2018-07-10T05:27:28+02:00[CET],MRS,MPL,K,EUR 52.37,2,L,EUR 80.97,9,Q,EUR 106.04,1,V,EUR 127.61,9,U,EUR 138.29,5,T,EUR 150.48,1,X,EUR 186.74,3,N,EUR 198.82,6,O,EUR 212.59,1,S,EUR 236.72,7,Y,EUR 253.79,2,B,EUR 271.87,6,M,EUR 303.39,9,H,EUR 313.51,8,W,EUR 334.06,5,E,EUR 360.08,6,D,EUR 377.06,0,I,EUR 391.72,3,Z,EUR 419.89,6,J,EUR 449.65,9,C,EUR 459.35,2,A,EUR 474.02,9,F,EUR 494.30,5
TK1592,2018-07-10T03:09:58+02:00[CET],2018-07-10T04:39:58+02:00[CET],BES,LYS,K,EUR 64.76,0,L,EUR 75.25,2,Q,EUR 104.84,4,V,EUR 117.58,6,U,EUR 141.21,0,T,EUR 166.01,0,X,EUR 181.40,2,N,EUR 193.30,0,O,EUR 211.88,4,S,EUR 244.26,0,Y,EUR 250.63,0,B,EUR 273.66,1,M,EUR 307.47,8,H,EUR 314.24,0,W,EUR 344.26,0,E,EUR 358.87,0,D,EUR 375.40,0,I,EUR 393.10,0,Z,EUR 419.57,5,J,EUR 433.54,6,C,EUR 456.41,9,A,EUR 481.31,0,F,EUR 497.01,0
SU7138,2018-07-10T19:12:49+02:00[CET],2018-07-10T20:42:49+02:00[CET],NCE,LYS,K,EUR 64.13,0,L,EUR 73.41,0,Q,EUR 105.59,0,V,EUR 117.43,0,U,EUR 135.80,1,T,EUR 160.76,2,X,EUR 175.93,0,N,EUR 201.52,0,O,EUR 214.49,0,S,EUR 232.96,0,Y,EUR 260.05,0,B,EUR 282.00,0,M,EUR 300.66,0,H,EUR 321.73,0,W,EUR 343.14,0,E,EUR 354.93,1,D,EUR 374.76,0,I,EUR 397.63,0,Z,EUR 428.35,0,J,EUR 440.99,0,C,EUR 461.25,0,A,EUR 478.48,2,F,EUR 504.67,0
QR4964,2018-07-10T07:40:40+02:00[CET],2018-07-10T09:10:40+02:00[CET],MPL,NCE,K,EUR 59.59,9,L,EUR 78.17,4,Q,EUR 90.19,6,V,EUR 122.54,8,U,EUR 139.28,4,T,EUR 151.97,8,X,EUR 188.27,5,N,EUR 194.93,7,O,EUR 216.22,9,S,EUR 243.86,7,Y,EUR 267.57,2,B,EUR 281.66,8,M,EUR 309.44,0,H,EUR 313.02,5,W,EUR 346.87,4,E,EUR 358.21,6,D,EUR 386.21,1,I,EUR 394.50,5,Z,EUR 410.46,3,J,EUR 436.84,0,C,EUR 463.65,0,A,EUR 475.30,7,F,EUR 504.11,4
AF9910,2018-07-10T13:26:12+02:00[CET],2018-07-10T14:56:12+02:00[CET],BDX,ORY,K,EUR 57.32,6,L,EUR 74.15,8,Q,EUR 90.69,2,V,EUR 114.72,5,U,EUR 137.42,6,T,EUR 150.77,1,X,EUR 174.71,9,N,EUR 194.26,0,O,EUR 229.21,2,S,EUR 246.58,4,Y,EUR 263.75,5,B,EUR 276.97,2,M,EUR 306.11,3,H,EUR 327.00,8,W,EUR 330.11,4,E,EUR 366.12,0,D,EUR 387.88,3,I,EUR 407.90,7,Z,EUR 413.65,5,J,EUR 431.54,9,C,EUR 455.98,5,A,EUR 473.69,8,F,EUR 504.05,2
J25605,2018-07-10T06:39:23+02:00[CET],2018-07-10T08:09:23+02:00[CET],ORY,MPL,K,EUR 62.40,1,L,EUR 79.94,6,Q,EUR 99.68,9,V,EUR 123.50,0,U,EUR 141.09,6,T,EUR 167.23,2,X,EUR 180.71,8,N,EUR 190.30,7,O,EUR 223.40,4,S,EUR 243.29,8,Y,EUR 254.05,3,B,EUR 287.49,1,M,EUR 308.15,0,H,EUR 326.62,4,W,EUR 339.02,5,E,EUR 357.51,9,D,EUR 374.50,3,I,EUR 404.27,0,Z,EUR 417.53,1,J,EUR 433.76,7,C,EUR 459.85,8,A,EUR 477.41,7,F,EUR 490.90,8
QF1554,2018-07-10T18:43:02+02:00[CET],2018-07-10T20:13:02+02:00[CET],TLS,MPL,K,EUR 63.01,4,L,EUR 82.40,6,Q,EUR 93.63,0,V,EUR 126.04,6,U,EUR 148.89,8,T,EUR 163.12,7,X,EUR 172.78,0,N,EUR 191.36,1,O,EUR 215.87,0,S,EUR 249.85,0,Y,EUR 266.84,4,B,EUR 277.29,0,M,EUR 295.65,0,H,EUR 312.59,2,W,EUR 330.52,9,E,EUR 359.18,3,D,EUR 373.50,4,I,EUR 403.58,2,Z,EUR 418.98,5,J,EUR 431.48,2,C,EUR 460.66,8,A,EUR 478.45,3,F,EUR 492.02,0
KQ121,2018-07-10T15:54:47+02:00[CET],2018-07-10T17:24:47+02:00[CET],MRS,RNS,K,EUR 61.25,3,L,EUR 80.80,0,Q,EUR 95.18,4,V,EUR 129.65,3,U,EUR 136.30,0,T,EUR 153.56,1,X,EUR 186.68,0,N,EUR 193.25,2,O,EUR 218.59,0,S,EUR 246.02,7,Y,EUR 259.84,4,B,EUR 278.37,2,M,EUR 297.36,2,H,EUR 324.41,1,W,EUR 348.63,0,E,EUR 360.83,5,D,EUR 387.62,0,I,EUR 392.54,4,Z,EUR 422.52,4,J,EUR 435.75,7,C,EUR 459.95,8,A,EUR 470.84,9,F,EUR 502.50,8
MH2061,2018-07-10T21:16:28+02:00[CET],2018-07-10T22:46:28+02:00[CET],BES,SXB,K,EUR 50.97,8,L,EUR 75.14,0,Q,EUR 90.64,9,V,EUR 126.49,4,U,EUR 140.86,2,T,EUR 153.19,6,X,EUR 171.75,1,N,EUR 193.85,0,O,EUR 214.12,6,S,EUR 230.69,4,Y,EUR 258.47,4,B,EUR 283.85,5,M,EUR 300.27,6,H,EUR 312.56,8,W,EUR 349.00,0,E,EUR 367.41,6,D,EUR 373.41,3,I,EUR 404.58,9,Z,EUR 426.21,4,J,EUR 432.93,7,C,EUR 468.98,0,A,EUR 481.93,0,F,EUR 503.98,0
MS4703,2018-07-10T18:52:26+02:00[CET],2018-07-10T20:22:26+02:00[CET],LYS,MRS,K,EUR 67.44,2,L,EUR 89.51,0,Q,EUR 105.28,0,V,EUR 122.81,7,U,EUR 132.27,5,T,EUR 158.77,4,X,EUR 180.96,4,N,EUR 200.43,0,O,EUR 229.02,0,S,EUR 230.08,5,Y,EUR 254.65,7,B,EUR 289.20,6,M,EUR 305.91,3,H,EUR 324.39,6,W,EUR 348.95,1,E,EUR 350.35,0,D,EUR 387.33,5,I,EUR 406.41,9,Z,EUR 424.44,2,J,EUR 447.26,6,C,EUR 459.88,3,A,EUR 482.75,4,F,EUR 501.17,0
